Industry,Company Name,Symbol,Country,Sector,ISIN Number
Biotechnology,Prothena Corporation plc,PRTA,Ireland,Healthcare,IE00B91XRN20
Banks - Regional,Heritage Financial Corporation,HFWA,United States,Financials,US42722X1063
Food Distribution,"Mission Produce, Inc.",AVO,United States,Consumer Staples,US60510V1089
Information Technology Services,"The Hackett Group, Inc.",HCKT,United States,Technology,US4046091090
Shell Companies,MAC Copper Limited,MTAL,Jersey,Financials,JE00BQBC8469
Credit Services,Atlanticus Holdings Corporation,ATLC,United States,Financials,US04914Y1029
Resorts & Casinos,Studio City International Holdings Limited,MSC,Hong Kong,Consumer Discretionary,US86389T1060
Utilities - Diversified,Unitil Corporation,UTL,United States,Utilities,US9132591077
Chemicals,AdvanSix Inc.,ASIX,United States,Materials,US00773T1016
Software - Infrastructure,GigaCloud Technology Inc.,GCT,United States,Technology,KYG386441037
Gold,DRDGOLD Limited,DRD,South Africa,Materials,US26152H3012
REIT - Hotel & Motel,"Summit Hotel Properties, Inc.",INN,United States,Real Estate,US8660821005
Semiconductor Equipment & Materials,"indie Semiconductor, Inc.",INDI,United States,Technology,US45569U1016
Oil & Gas Drilling,Borr Drilling Limited,BORR,Bermuda,Energy,BMG1466R1732
Software - Infrastructure,"i3 Verticals, Inc.",IIIV,United States,Technology,US46571Y1073
Software - Application,Riskified Ltd.,RSKD,Israel,Technology,IL0011786493
Capital Markets,BitFuFu Inc.,FUFU,Singapore,Financials,KYG1152A1040
Banks - Regional,"Old Second Bancorp, Inc.",OSBC,United States,Financials,US6802771005
Conglomerates,"Cresud Sociedad Anónima, Comercial, Inmobiliaria, Financiera y Agropecuaria",CRESY,Argentina,Industrials,US2264061068
Biotechnology,Anavex Life Sciences Corp.,AVXL,United States,Healthcare,US0327973006
Residential Construction,"Beazer Homes USA, Inc.",BZH,United States,Consumer Discretionary,US07556Q8814
Medical Devices,"CeriBell, Inc.",CBLL,United States,Healthcare,US15678C1027
Entertainment,HUYA Inc.,HUYA,China,Communication Services,US44852D1081
Coking Coal,"SunCoke Energy, Inc.",SXC,United States,Materials,US86722A1034
Information Technology Services,Digimarc Corporation,DMRC,United States,Technology,US25381B1017
Banks - Regional,Northeast Bank,NBN,United States,Financials,US66405S1006
Medical Care Facilities,"Healthcare Services Group, Inc.",HCSG,United States,Healthcare,US4219061086
Pollution & Treatment Controls,"Energy Recovery, Inc.",ERII,United States,Industrials,US29270J1007
Residential Construction,"Hovnanian Enterprises, Inc.",HOV,United States,Consumer Discretionary,US4424874018
Specialty Chemicals,Orion S.A.,OEC,Luxembourg,Materials,LU1092234845
Biotechnology,Nuvation Bio Inc.,NUVB,United States,Healthcare,US67080N1019
Biotechnology,"ORIC Pharmaceuticals, Inc.",ORIC,United States,Healthcare,US68622P1093
Oil & Gas Drilling,Precision Drilling Corporation,PDS,Canada,Energy,CA74022D4075
Auto & Truck Dealerships,Uxin Limited,UXIN,China,Consumer Discretionary,US91818X3061
Restaurants,"BJ's Restaurants, Inc.",BJRI,United States,Consumer Discretionary,US09180C1062
Electrical Equipment & Parts,ADS-TEC Energy PLC,ADSE,Ireland,Industrials,IE000DU292E6
Oil & Gas Exploration & Production,Diversified Energy Company PLC,DEC,United States,Energy,GB00BQHP5P93
Specialty Retail,Arko Corp.,ARKO,United States,Consumer Discretionary,US0412421085
Oil & Gas Exploration & Production,"Granite Ridge Resources, Inc.",GRNT,United States,Energy,US3874321074
Banks - Regional,"NB Bancorp, Inc.",NBBK,United States,Financials,US63945M1071
Software - Infrastructure,"PowerFleet, Inc.",AIOT,United States,Technology,US73931J1097
Medical Devices,"Axogen, Inc.",AXGN,United States,Healthcare,US05463X1063
Biotechnology,"Tyra Biosciences, Inc.",TYRA,United States,Healthcare,US90240B1061
Credit Services,World Acceptance Corporation,WRLD,United States,Financials,US9814191048
Banks - Regional,"Business First Bancshares, Inc.",BFST,United States,Financials,US12326C1053
Industrial Distribution,"Transcat, Inc.",TRNS,United States,Industrials,US8935291075
REIT - Retail,SITE Centers Corp.,SITC,United States,Real Estate,US82981J1097
Banks - Regional,"MetroCity Bankshares, Inc.",MCBS,United States,Financials,US59165J1051
Other Precious Metals & Mining,Perpetua Resources Corp.,PPTA,United States,Materials,CA7142661031
Farm & Heavy Construction Machinery,"Astec Industries, Inc.",ASTE,United States,Industrials,US0462241011
Mortgage Finance,Guild Holdings Company,GHLD,United States,Financials,US40172N1072
Asset Management,BlackRock TCP Capital Corp.,TCPC,United States,Financials,US09259E1082
Biotechnology,"Avid Bioservices, Inc.",CDMO,United States,Healthcare,US05368M1062
,"AleAnna, Inc.",ANNA,,,
Beverages - Wineries & Distilleries,"MGP Ingredients, Inc.",MGPI,United States,Consumer Staples,US55303J1060
Biotechnology,Opthea Limited,OPT,Australia,Healthcare,US68386J2087
Leisure,"Xponential Fitness, Inc.",XPOF,United States,Consumer Discretionary,US98422X1019
Luxury Goods,MYT Netherlands Parent B.V.,MYTE,Germany,Consumer Discretionary,US55406W1036
Banks - Regional,"Eagle Bancorp, Inc.",EGBN,United States,Financials,US2689481065
Banks - Regional,Mercantile Bank Corporation,MBWM,United States,Financials,US5873761044
Building Products & Equipment,"JELD-WEN Holding, Inc.",JELD,United States,Industrials,US47580P1030
Electronic Components,"Daktronics, Inc.",DAKT,United States,Technology,US2342641097
Insurance - Property & Casualty,ProAssurance Corporation,PRA,United States,Financials,US74267C1062
Health Information Services,Definitive Healthcare Corp.,DH,United States,Healthcare,US24477E1038
Solar,"SolarEdge Technologies, Inc.",SEDG,Israel,Technology,US83417M1045
Banks - Regional,"First Community Bankshares, Inc.",FCBC,United States,Financials,US31983A1034
Oil & Gas Exploration & Production,"TXO Partners, L.P.",TXO,United States,Energy,US87313P1030
REIT - Industrial,"Plymouth Industrial REIT, Inc.",PLYM,United States,Real Estate,US7296401026
Biotechnology,"Relay Therapeutics, Inc.",RLAY,United States,Healthcare,US75943R1023
Banks - Regional,Central Pacific Financial Corp.,CPF,United States,Financials,US1547604090
Medical Devices,"Cytek Biosciences, Inc.",CTKB,United States,Healthcare,US23285D1090
Auto Parts,"Miller Industries, Inc.",MLR,United States,Consumer Discretionary,US6005512040
Banks - Regional,"Equity Bancshares, Inc.",EQBK,United States,Financials,US29460X1090
Semiconductors,"CEVA, Inc.",CEVA,United States,Technology,US1572101053
Conglomerates,FTAI Infrastructure Inc.,FIP,United States,Industrials,US35953C1062
Specialty Industrial Machinery,Serve Robotics Inc.,SERV,United States,Industrials,US81758H1068
Oil & Gas Exploration & Production,"Vitesse Energy, Inc.",VTS,United States,Energy,US92852X1037
Medical Devices,IRADIMED CORPORATION,IRMD,United States,Healthcare,US46266A1097
Medical Devices,"Butterfly Network, Inc.",BFLY,United States,Healthcare,US1241551027
Banks - Regional,"CrossFirst Bankshares, Inc.",CFB,United States,Financials,US22766M1099
Asset Management,Tortoise Energy Infrastructure Corporation,TYG,United States,Financials,US89147L8862
Asset Management,"Associated Capital Group, Inc.",AC,United States,Financials,US0455281065
Banks - Regional,Camden National Corporation,CAC,United States,Financials,US1330341082
Asset Management,Fidus Investment Corporation,FDUS,United States,Financials,US3165001070
Communication Equipment,"NETGEAR, Inc.",NTGR,United States,Technology,US64111Q1040
Biotechnology,"Sana Biotechnology, Inc.",SANA,United States,Healthcare,US7995661045
Insurance - Specialty,Tiptree Inc.,TIPT,United States,Financials,US88822Q1031
Communication Equipment,"ADTRAN Holdings, Inc.",ADTN,United States,Technology,US00486H1059
Banks - Regional,"HBT Financial, Inc.",HBT,United States,Financials,US4041111067
Other Industrial Metals & Mining,Nexa Resources S.A.,NEXA,Luxembourg,Materials,LU1701428291
Diagnostics & Research,"Castle Biosciences, Inc.",CSTL,United States,Healthcare,US14843C1053
Banks - Regional,Independent Bank Corporation,IBCP,United States,Financials,US4538386099
Software - Infrastructure,OneSpan Inc.,OSPN,United States,Technology,US68287N1000
Scientific & Technical Instruments,"Mesa Laboratories, Inc.",MLAB,United States,Technology,US59064R1095
Recreational Vehicles,"Malibu Boats, Inc.",MBUU,United States,Consumer Discretionary,US56117J1007
Conglomerates,Steel Partners Holdings L.P.,SPLP,United States,Industrials,US85814R1077
Trucking,"Covenant Logistics Group, Inc.",CVLG,United States,Industrials,US22284P1057
Software - Infrastructure,SecureWorks Corp.,SCWX,United States,Technology,US81374A1051
Insurance Brokers,"SelectQuote, Inc.",SLQT,United States,Financials,US8163073005
Insurance - Life,"Abacus Life, Inc.",ABL,United States,Financials,US00258Y1047
Internet Content & Information,"MediaAlpha, Inc.",MAX,United States,Communication Services,US58450V1044
Rental & Leasing Services,"Global Ship Lease, Inc.",GSL,Greece,Industrials,MHY271836006
Apparel Retail,"Shoe Carnival, Inc.",SCVL,United States,Consumer Discretionary,US8248891090
Biotechnology,uniQure N.V.,QURE,Netherlands,Healthcare,NL0010696654
Restaurants,Jack in the Box Inc.,JACK,United States,Consumer Discretionary,US4663671091
Leisure,"Funko, Inc.",FNKO,United States,Consumer Discretionary,US3610081057
Banks - Regional,"Horizon Bancorp, Inc.",HBNC,United States,Financials,US4404071049
Computer Hardware,"Red Cat Holdings, Inc.",RCAT,United States,Technology,US75644T1007
Banks - Regional,"Capitol Federal Financial, Inc.",CFFN,United States,Financials,US14057J1016
Grocery Stores,Dingdong (Cayman) Limited,DDL,China,Consumer Staples,US25445D1019
Copper,Ivanhoe Electric Inc.,IE,United States,Materials,US46578C1080
Waste Management,"Montrose Environmental Group, Inc.",MEG,United States,Industrials,US6151111019
Other Industrial Metals & Mining,IperionX Limited,IPX,United States,Materials,US44916E1001
REIT - Mortgage,"BrightSpire Capital, Inc.",BRSP,United States,Real Estate,US10949T1097
Biotechnology,CorMedix Inc.,CRMD,United States,Healthcare,US21900C3088
,Bally's Corporation,BALY.T,,,
Resorts & Casinos,Bally's Corporation,BALY,United States,Consumer Discretionary,US05875B1061
Capital Markets,Oppenheimer Holdings Inc.,OPY,United States,Financials,US6837971042
Drug Manufacturers - Specialty & Generic,Avadel Pharmaceuticals plc,AVDL,Ireland,Healthcare,US05337M1045
"Furnishings, Fixtures & Appliances",Ethan Allen Interiors Inc.,ETD,United States,Consumer Discretionary,US2976021046
Solar,"Shoals Technologies Group, Inc.",SHLS,United States,Technology,US82489W1071
Internet Content & Information,"Thryv Holdings, Inc.",THRY,United States,Communication Services,US8860292064
Waste Management,Enviri Corporation,NVRI,United States,Industrials,US4158641070
Other Industrial Metals & Mining,Critical Metals Corp.,CRML,United States,Materials,VGG2662B1031
Marine Shipping,Okeanis Eco Tankers Corp.,ECO,Greece,Industrials,MHY641771016
Chemicals,REX American Resources Corporation,REX,United States,Materials,US7616241052
Medical Devices,"Avanos Medical, Inc.",AVNS,United States,Healthcare,US05350V1061
Software - Infrastructure,"Priority Technology Holdings, Inc.",PRTH,United States,Technology,US74275G1076
Other Industrial Metals & Mining,Ferroglobe PLC,GSM,United Kingdom,Materials,GB00BYW6GV68
Software - Application,"PubMatic, Inc.",PUBM,United States,Technology,US74467Q1031
Banks - Regional,Metropolitan Bank Holding Corp.,MCB,United States,Financials,US5917741044
Engineering & Construction,Great Lakes Dredge & Dock Corporation,GLDD,United States,Industrials,US3906071093
Oil & Gas Midstream,NGL Energy Partners LP,NGL,United States,Energy,US62913M1071
Biotechnology,"LENZ Therapeutics, Inc.",LENZ,United States,Healthcare,US52635N1037
Asset Management,"Crescent Capital BDC, Inc.",CCAP,United States,Financials,US2256551092
Asset Management,Noah Holdings Limited,NOAH,China,Financials,US65487X1028
Drug Manufacturers - Specialty & Generic,Cronos Group Inc.,CRON,Canada,Healthcare,CA22717L1013
Internet Content & Information,"EverQuote, Inc.",EVER,United States,Communication Services,US30041R1086
REIT - Mortgage,KKR Real Estate Finance Trust Inc.,KREF,United States,Real Estate,US48251K1007
Metal Fabrication,Ryerson Holding Corporation,RYI,United States,Industrials,US7837541041
Biotechnology,"Septerna, Inc.",SEPN,United States,Healthcare,US81734D1046
Medical Devices,Orthofix Medical Inc.,OFIX,United States,Healthcare,US68752M1080
Semiconductors,ChipMOS TECHNOLOGIES INC.,IMOS,Taiwan,Technology,US16965P2020
Software - Infrastructure,Repay Holdings Corporation,RPAY,United States,Technology,US76029L1008
Specialty Retail,The ODP Corporation,ODP,United States,Consumer Discretionary,US88337F1057
REIT - Diversified,Gladstone Commercial Corporation,GOOD,United States,Real Estate,US3765361080
Oil & Gas Exploration & Production,"Riley Exploration Permian, Inc.",REPX,United States,Energy,US76665T1025
Travel Services,"Lindblad Expeditions Holdings, Inc.",LIND,United States,Consumer Discretionary,US5352191093
Restaurants,Biglari Holdings Inc.,BH,United States,Consumer Discretionary,US08986R3093
Oil & Gas Refining & Marketing,Clean Energy Fuels Corp.,CLNE,United States,Energy,US1844991018
Banks - Regional,"Orrstown Financial Services, Inc.",ORRF,United States,Financials,US6873801053
Restaurants,Biglari Holdings Inc.,BH.A,United States,Consumer Discretionary,
Electrical Equipment & Parts,Preformed Line Products Company,PLPC,United States,Industrials,US7404441047
Apparel Retail,Torrid Holdings Inc.,CURV,United States,Consumer Discretionary,US89142B1070
Banks - Regional,"Great Southern Bancorp, Inc.",GSBC,United States,Financials,US3909051076
Medical Devices,"SI-BONE, Inc.",SIBN,United States,Healthcare,US8257041090
Advertising Agencies,"Clear Channel Outdoor Holdings, Inc.",CCO,United States,Communication Services,US18453H1068
Aerospace & Defense,Byrna Technologies Inc.,BYRN,United States,Industrials,US12448X2018
Staffing & Employment Services,"ZipRecruiter, Inc.",ZIP,United States,Industrials,US98980B1035
REIT - Retail,Whitestone REIT,WSR,United States,Real Estate,US9660842041
Computer Hardware,Stratasys Ltd.,SSYS,United States,Technology,IL0011267213
Aerospace & Defense,"National Presto Industries, Inc.",NPK,United States,Industrials,US6372151042
Specialty Retail,"MarineMax, Inc.",HZO,United States,Consumer Discretionary,US5679081084
Shell Companies,Ares Acquisition Corporation II,AACT,United States,Financials,KYG330331045
Banks - Regional,Hanmi Financial Corporation,HAFC,United States,Financials,US4104952043
Auto Parts,"American Axle & Manufacturing Holdings, Inc.",AXL,United States,Consumer Discretionary,US0240611030
Health Information Services,"Simulations Plus, Inc.",SLP,United States,Healthcare,US8292141053
Auto Parts,"Standard Motor Products, Inc.",SMP,United States,Consumer Discretionary,US8536661056
Medical Devices,Bioventus Inc.,BVS,United States,Healthcare,US09075A1088
Auto Manufacturers,"LiveWire Group, Inc.",LVWR,United States,Consumer Discretionary,US53838J1051
Credit Services,"EZCORP, Inc.",EZPW,United States,Financials,US3023011063
REIT - Mortgage,"TPG RE Finance Trust, Inc.",TRTX,United States,Real Estate,US87266M1071
Software - Infrastructure,Pagaya Technologies Ltd.,PGY,United States,Technology,IL0011858912
Farm & Heavy Construction Machinery,Wabash National Corporation,WNC,United States,Industrials,US9295661071
Telecom Services,Ribbon Communications Inc.,RBBN,United States,Communication Services,US7625441040
Asset Management,Gladstone Capital Corporation,GLAD,United States,Financials,US3765351008
Solar,Canadian Solar Inc.,CSIQ,Canada,Technology,CA1366351098
Banks - Regional,"Esquire Financial Holdings, Inc.",ESQ,United States,Financials,US29667J1016
REIT - Mortgage,"Orchid Island Capital, Inc.",ORC,United States,Real Estate,US68571X3017
Apparel Retail,"Guess?, Inc.",GES,United States,Consumer Discretionary,US4016171054
Credit Services,Open Lending Corporation,LPRO,United States,Financials,US68373J1043
Other Industrial Metals & Mining,Lithium Americas Corp.,LAC,Canada,Materials,CA53681J1030
Insurance - Property & Casualty,Hippo Holdings Inc.,HIPO,United States,Financials,US4335392027
Banks - Regional,"Southern Missouri Bancorp, Inc.",SMBC,United States,Financials,US8433801060
Banks - Regional,"MidWestOne Financial Group, Inc.",MOFG,United States,Financials,US5985111039
Biotechnology,"Pliant Therapeutics, Inc.",PLRX,United States,Healthcare,US7291391057
Software - Infrastructure,Cognyte Software Ltd.,CGNT,Israel,Technology,IL0011691438
Asset Management,Vinci Partners Investments Ltd.,VINP,Brazil,Financials,KYG9451V1095
Medical Devices,"Senseonics Holdings, Inc.",SENS,United States,Healthcare,US81727U1051
Capital Markets,Bitfarms Ltd.,BITF,Canada,Financials,CA09173B1076
Auto Parts,"Monro, Inc.",MNRO,United States,Consumer Discretionary,US6102361010
Scientific & Technical Instruments,Ituran Location and Control Ltd.,ITRN,Israel,Technology,IL0010818685
Banks - Regional,"HomeTrust Bancshares, Inc.",HTBI,United States,Financials,US4378721041
Silver,Silvercorp Metals Inc.,SVM,Canada,Materials,CA82835P1036
Banks - Regional,Five Star Bancorp,FSBC,United States,Financials,US33830T1034
Packaged Foods,"USANA Health Sciences, Inc.",USNA,United States,Consumer Staples,US90328M1071
Manufacturing - Textiles,Magnera Corporation,MAGN,United States,Industrials,US55939A1079
Biotechnology,Bicara Therapeutics Inc.,BCAX,United States,Healthcare,US0554771032
Biotechnology,"Ginkgo Bioworks Holdings, Inc.",DNA,United States,Healthcare,US37611X1000
Apparel Retail,"Caleres, Inc.",CAL,United States,Consumer Discretionary,US1295001044
Packaged Foods,Westrock Coffee Company,WEST,United States,Consumer Staples,US96145W1036
Biotechnology,"Capricor Therapeutics, Inc.",CAPR,United States,Healthcare,US14070B3096
Software - Application,Yalla Group Limited,YALA,United Arab Emirates,Technology,US98459U1034
Insurance - Property & Casualty,"United Fire Group, Inc.",UFCS,United States,Financials,US9103401082
Steel,Metallus Inc.,MTUS,United States,Materials,US8873991033
Advertising Agencies,"National CineMedia, Inc.",NCMI,United States,Communication Services,US6353092066
Entertainment,The Marcus Corporation,MCS,United States,Communication Services,US5663301068
Publishing,"Gannett Co., Inc.",GCI,United States,Communication Services,US36472T1097
Biotechnology,Immatics N.V.,IMTX,Germany,Healthcare,NL0015285941
Medical Care Facilities,Auna S.A.,AUNA,Luxembourg,Healthcare,LU2791994721
Household & Personal Products,"The Honest Company, Inc.",HNST,United States,Consumer Staples,US4383331067
Biotechnology,Arbutus Biopharma Corporation,ABUS,United States,Healthcare,CA03879J1003
Information Technology Services,Conduent Incorporated,CNDT,United States,Technology,US2067871036
Biotechnology,"Dianthus Therapeutics, Inc.",DNTH,United States,Healthcare,US2528281080
Biotechnology,"CARGO Therapeutics, Inc.",CRGX,United States,Healthcare,US14179K1016
Packaging & Containers,Karat Packaging Inc.,KRT,United States,Consumer Discretionary,US48563L1017
Security & Protection Services,"Evolv Technologies Holdings, Inc.",EVLV,United States,Industrials,US30049H1023
Mortgage Finance,"Velocity Financial, Inc.",VEL,United States,Financials,US92262D1019
Banks - Regional,"Washington Trust Bancorp, Inc.",WASH,United States,Financials,US9406101082
Financial Conglomerates,"LendingTree, Inc.",TREE,United States,Financials,US52603B1070
Capital Markets,"A-Mark Precious Metals, Inc.",AMRK,United States,Financials,US00181T1079
Specialty Chemicals,Oil-Dri Corporation of America,ODC,United States,Materials,US6778641000
Banks - Regional,"Capital City Bank Group, Inc.",CCBG,United States,Financials,US1396741050
Gold,Aris Mining Corporation,ARMN,Canada,Materials,CA04040Y1097
Specialty Chemicals,Koppers Holdings Inc.,KOP,United States,Materials,US50060P1066
Oil & Gas Equipment & Services,NPK International Inc.,NPKI,United States,Energy,US6517185046
Electronic Components,LSI Industries Inc.,LYTS,United States,Technology,US50216C1080
Advertising Agencies,Nexxen International Ltd.,NEXN,Israel,Communication Services,US89484T1043
Personal Services,"Carriage Services, Inc.",CSV,United States,Consumer Discretionary,US1439051079
Apparel Retail,"Stitch Fix, Inc.",SFIX,United States,Consumer Discretionary,US8608971078
Chemicals,"Valhi, Inc.",VHI,United States,Materials,US9189052098
Utilities - Diversified,"Montauk Renewables, Inc.",MNTK,United States,Utilities,US61218C1036
Medical Devices,Standard BioTools Inc.,LAB,United States,Healthcare,US34385P1084
Biotechnology,"Verve Therapeutics, Inc.",VERV,United States,Healthcare,US92539P1012
Banks - Regional,TrustCo Bank Corp NY,TRST,United States,Financials,US8983492047
Food Distribution,SpartanNash Company,SPTN,United States,Consumer Staples,US8472151005
Residential Construction,Legacy Housing Corporation,LEGH,United States,Consumer Discretionary,US52472M1018
Utilities - Renewable,"Altus Power, Inc.",AMPS,United States,Utilities,US02217A1025
Asset Management,CION Investment Corporation,CION,United States,Financials,US17259U2042
Information Technology Services,Magic Software Enterprises Ltd.,MGIC,Israel,Technology,IL0010823123
REIT - Healthcare Facilities,"Strawberry Fields REIT, Inc.",STRW,United States,Real Estate,US8631821019
Asset Management,"Innventure, Inc.",INV,United States,Financials,
Electrical Equipment & Parts,"Microvast Holdings, Inc.",MVST,United States,Industrials,US59516C1062
Biotechnology,"Cullinan Therapeutics, Inc.",CGEM,United States,Healthcare,US2300311063
Drug Manufacturers - Specialty & Generic,"Ironwood Pharmaceuticals, Inc.",IRWD,United States,Healthcare,US46333X1081
Biotechnology,Pharming Group N.V.,PHAR,Netherlands,Healthcare,US71716E1055
Information Technology Services,"Cantaloupe, Inc.",CTLP,United States,Technology,US1381031061
Aerospace & Defense,"Sturm, Ruger & Company, Inc.",RGR,United States,Industrials,US8641591081
Telecom Services,Shenandoah Telecommunications Company,SHEN,United States,Communication Services,US82312B1061
Medical Devices,OrthoPediatrics Corp.,KIDS,United States,Healthcare,US68752L1008
Marine Shipping,Genco Shipping & Trading Limited,GNK,United States,Industrials,MHY2685T1313
Biotechnology,"Kura Oncology, Inc.",KURA,United States,Healthcare,US50127T1097
Auto Parts,ECARX Holdings Inc.,ECX,China,Consumer Discretionary,KYG292011031
Banks - Regional,"SmartFinancial, Inc.",SMBK,United States,Financials,US83190L2088
Software - Infrastructure,"International Money Express, Inc.",IMXI,United States,Technology,US46005L1017
Insurance - Property & Casualty,American Coastal Insurance Corporation,ACIC,United States,Financials,US9107101027
Aerospace & Defense,Astronics Corporation,ATRO,United States,Industrials,US0464331083
Packaged Foods,Herbalife Ltd.,HLF,United States,Consumer Staples,KYG4412G1010
Oil & Gas Midstream,Teekay Corporation Ltd.,TK,Bermuda,Energy,MHY8564W1030
Banks - Regional,"South Plains Financial, Inc.",SPFI,United States,Financials,US83946P1075
Computer Hardware,Canaan Inc.,CAN,Singapore,Technology,US1347481020
Medical Care Facilities,"Cross Country Healthcare, Inc.",CCRN,United States,Healthcare,US2274831047
Auto Parts,"Douglas Dynamics, Inc.",PLOW,United States,Consumer Discretionary,US25960R1059
Drug Manufacturers - Specialty & Generic,Emergent BioSolutions Inc.,EBS,United States,Healthcare,US29089Q1058
Internet Retail,ATRenew Inc.,RERE,China,Consumer Discretionary,US00138L1089
Uranium,enCore Energy Corp.,EU,United States,Energy,CA29259W7008
Software - Application,Daily Journal Corporation,DJCO,United States,Technology,US2339121046
Education & Training Services,Gaotu Techedu Inc.,GOTU,China,Consumer Staples,US36257Y1091
Biotechnology,"Humacyte, Inc.",HUMA,United States,Healthcare,US44486Q1031
REIT - Diversified,"CTO Realty Growth, Inc.",CTO,United States,Real Estate,US22948Q1013
Banks - Regional,Heritage Commerce Corp,HTBK,United States,Financials,US4269271098
Medical Devices,"Treace Medical Concepts, Inc.",TMCI,United States,Healthcare,US89455T1097
Chemicals,"LSB Industries, Inc.",LXU,United States,Materials,US5021601043
Banks - Regional,"Mid Penn Bancorp, Inc.",MPB,United States,Financials,US59540G1076
Real Estate Services,"FRP Holdings, Inc.",FRPH,United States,Real Estate,US30292L1070
Electronics & Computer Distribution,"Climb Global Solutions, Inc.",CLMB,United States,Technology,US9467601053
Scientific & Technical Instruments,"FARO Technologies, Inc.",FARO,United States,Technology,US3116421021
Biotechnology,Autolus Therapeutics plc,AUTL,United Kingdom,Healthcare,US05280R1005
Insurance Brokers,Crawford & Company,CRD.A,United States,Financials,US2246332066
Real Estate Services,The RMR Group Inc.,RMR,United States,Real Estate,US74967R1068
Software - Infrastructure,"Consensus Cloud Solutions, Inc.",CCSI,United States,Technology,US20848V1052
Specialty Retail,"Build-A-Bear Workshop, Inc.",BBW,United States,Consumer Discretionary,US1200761047
Chemicals,Green Plains Inc.,GPRE,United States,Materials,US3932221043
Biotechnology,"Immunome, Inc.",IMNM,United States,Healthcare,US45257U1088
REIT - Healthcare Facilities,Diversified Healthcare Trust,DHC,United States,Real Estate,US25525P1075
Packaged Foods,BRC Inc.,BRCC,United States,Consumer Staples,US05601U1051
Mortgage Finance,"loanDepot, Inc.",LDI,United States,Financials,US53946R1068
REIT - Healthcare Facilities,Community Healthcare Trust Incorporated,CHCT,United States,Real Estate,US20369C1062
Software - Application,Cerence Inc.,CRNC,United States,Technology,US1567271093
Asset Management,"AlTi Global, Inc.",ALTI,United States,Financials,US02157E1064
Insurance Brokers,Crawford & Company,CRD.B,United States,Financials,US2246331076
Oil & Gas Drilling,Nabors Industries Ltd.,NBR,Bermuda,Energy,BMG6359F1370
Internet Retail,ZKH Group Limited,ZKH,China,Consumer Discretionary,US98877R1041
REIT - Specialty,Farmland Partners Inc.,FPI,United States,Real Estate,US31154R1095
Banks - Regional,Peapack-Gladstone Financial Corporation,PGC,United States,Financials,US7046991078
Shell Companies,"Blaize Holdings, Inc.",BZAI,Canada,Financials,US0929151076
Biotechnology,Savara Inc.,SVRA,United States,Healthcare,US8051111016
Copper,Taseko Mines Limited,TGB,Canada,Materials,CA8765111064
Banks - Regional,First Financial Corporation,THFF,United States,Financials,US3202181000
Specialty Business Services,"Cass Information Systems, Inc.",CASS,United States,Industrials,US14808P1093
Banks - Regional,Hingham Institution for Savings,HIFS,United States,Financials,US4333231029
Insurance - Property & Casualty,"Universal Insurance Holdings, Inc.",UVE,United States,Financials,US91359V1070
Publishing,Scholastic Corporation,SCHL,United States,Communication Services,US8070661058
Health Information Services,"Accolade, Inc.",ACCD,United States,Healthcare,US00437E1029
Oil & Gas Equipment & Services,"TETRA Technologies, Inc.",TTI,United States,Energy,US88162F1057
Credit Services,Qudian Inc.,QD,China,Financials,US7477981069
Semiconductors,Navitas Semiconductor Corporation,NVTS,United States,Technology,US63942X1063
Oil & Gas Midstream,Nordic American Tankers Limited,NAT,Bermuda,Energy,BMG657731060
Medical Devices,Varex Imaging Corporation,VREX,United States,Healthcare,US92214X1063
Other Industrial Metals & Mining,Vizsla Silver Corp.,VZLA,Canada,Materials,CA92859G2027
Specialty Retail,"1-800-FLOWERS.COM, Inc.",FLWS,United States,Consumer Discretionary,US68243Q1067
Metal Fabrication,"Insteel Industries, Inc.",IIIN,United States,Industrials,US45774W1080
REIT - Healthcare Facilities,Global Medical REIT Inc.,GMRE,United States,Real Estate,US37954A2042
REIT - Diversified,"One Liberty Properties, Inc.",OLP,United States,Real Estate,US6824061039
Specialty Business Services,Eastman Kodak Company,KODK,United States,Industrials,US2774614067
Biotechnology,"EyePoint Pharmaceuticals, Inc.",EYPT,United States,Healthcare,US30233G2093
Biotechnology,"AnaptysBio, Inc.",ANAB,United States,Healthcare,US0327241065
Telecom Services,Anterix Inc.,ATEX,United States,Communication Services,US03676C1009
Integrated Freight & Logistics,BingEx Limited,FLX,China,Industrials,US0903371062
Biotechnology,Mind Medicine (MindMed) Inc.,MNMD,United States,Healthcare,CA60255C8850
Insurance - Specialty,"Ambac Financial Group, Inc.",AMBC,United States,Financials,US0231398845
REIT - Mortgage,"New York Mortgage Trust, Inc.",NYMT,United States,Real Estate,US6496048405
REIT - Healthcare Facilities,Universal Health Realty Income Trust,UHT,United States,Real Estate,US91359E1055
Health Information Services,"Talkspace, Inc.",TALK,United States,Healthcare,US87427V1035
Business Equipment & Supplies,"Ennis, Inc.",EBF,United States,Industrials,US2933891028
Biotechnology,"Erasca, Inc.",ERAS,United States,Healthcare,US29479A1088
Semiconductors,"nLIGHT, Inc.",LASR,United States,Technology,US65487K1007
Other Precious Metals & Mining,Solaris Resources Inc.,SLSR,Canada,Materials,CA83419D2014
Software - Infrastructure,"Rackspace Technology, Inc.",RXT,United States,Technology,US7501021056
Paper & Paper Products,Clearwater Paper Corporation,CLW,United States,Materials,US18538R1032
